,업체명,소재지도로명주소,위도,경도,차고지도로명주소,자동차총보유대수
1745,씨엘모터스,서울특별시 서초구 남부순환로 2219,37.47388261,126.9949355,서울특별시 서초구 남부순환로 2219,13
1746,씨엘모터스,서울특별시 서초구 남부순환로 2219,37.47388261,126.9949355,서울특별시 서초구 남부순환로 2215,15
1747,씨엘모터스,서울특별시 서초구 남부순환로 2219,37.47388261,126.9949355,서울특별시 영등포구 국제금융로2길 37,36
1748,비덱카,"서울특별시 서초구 강남대로51길 1, 511 TOWER",37.49128705,127.0302623,서울특별시 도봉구 창동 330,50
1749,비덱카,"서울특별시 서초구 강남대로51길 1, 511 TOWER",37.49128705,127.0302623,서울특별시 강서구 공항대로 261,10
1750,비덱카,"서울특별시 서초구 강남대로51길 1, 511 TOWER",37.49128705,127.0302623,서울특별시 양천구 신정로 167,38
1751,비덱카,"서울특별시 서초구 강남대로51길 1, 511 TOWER",37.49128705,127.0302623,서울특별시 강남구 논현로 662,30
1752,비덱카,인천광역시 남동구 논고개로123번길 35,37.40151653,126.7220658,인천광역시 서구 중봉대로586번길 19(청라동),26
1753,비덱카,인천광역시 남동구 논고개로123번길 35,37.40151653,126.7220658,인천광역시 부평구 체육관로 60,111
1754,케이제이렌트카,서울특별시 서초구 남부순환로 2636,37.48488768,127.0390384,서울특별시 양천구 월정로 257,33
1755,케이제이렌트카,서울특별시 서초구 남부순환로 2636,37.48488768,127.0390384,서울특별시 용산구 소월로20길 56,18
1756,케이제이렌트카,서울특별시 서초구 남부순환로 2636,37.48488768,127.0390384,서울특별시 은평구 구산동 340-1 외 3필지,0
1757,케이제이렌트카,서울특별시 서초구 남부순환로 2636,37.48488768,127.0390384,서울특별시 양천구 월정로 257,40
1758,모두가치,서울특별시 서초구 반포대로27길 16,37.49017517,127.007238,서울특별시 강서구 방화동 484-17,80
1759,모두가치,서울특별시 서초구 반포대로27길 16,37.49017517,127.007238,서울특별시 성동구 자동차시장길 42,0
1760,아이코아즈,"서울특별시 서초구 서초중앙로 18, 706호",37.48404762,127.0173487,서울특별시 강서구 마곡서로 101,57
1761,더굿카,서울특별시 서초구 언남9길 7-4,37.47382566,127.0425985,서울특별시 양천구 남부순환로 380-1,30
1762,더굿카,서울특별시 서초구 언남9길 7-4,37.47382566,127.0425985,서울특별시 은평구 가좌로5길 16,0
1763,엘에스엠컴퍼니,"서울특별시 서초구 서초중앙로 18, 305호",37.48404762,127.0173487,서울특별시 은평구 가좌로5길 16,25
1764,렌트카킹 영업소,,36.4541471,127.124236,,50
1765,㈜대한렌트카 고성우성영업소,강원도 고성군 간성읍 간성로30번길 7,38.379741,128.471517,,17
1766,이카모빌리티 주식회사,"서울특별시 강서구 공항대로 247(마곡동, 퀸즈파크나인)",37.55931354,126.8352392,,34
1767,제너스렌트카(주) 가평렌트카,경기도 가평군 가평읍 태평길 3,37.82767528,127.5150958,,5
1768,(주)힐튼렌터카,,36.124731,128.183661,,14
1769,(주)부일렌트카 강릉영업소,강원도 강릉시 강릉대로82번길 4 (홍제동),37.753494,128.880917,,10
1770,(주)도윤렌트카,"서울특별시 광진구 아차산로 226, 8층 (자양동)",37.54033766,127.0684816,서울특별시 양천구 신정로 167,18
1771,(주)신형렌트카 강릉영업소,강원도 강릉시 연곡면 영진길 3,37.87085749,128.836514,,7
1772,(주)진렌트카 강릉영업소,강원도 강릉시 율곡로 2954(교동),37.76628641,128.8918691,,23
1773,㈜모아웨이렌트카 강서영업소,서울특별시 강서구 남부순환로19길 48-23(외발산동),37.54644956,126.8247876,서울특별시 강서구 남부순환로19길 48-23(외발산동),20
1774,㈜모아웨이렌트카 성동영업소,서울특별시 성동구 동일로143,37.54542846,127.0653398,서울특별시 성동구 동일로143,24
1775,㈜모아웨이렌트카 강남영업소,,37.47761484,127.1249618,,5
1776,(주)신화렌트카,서울특별시 양천구 목동동로 130(신정동),37.514999,126.871237,서울특별시 강서구 공항대로 261(마곡동),53
1777,(합)경성렌트카,"서울특별시 강서구 공항대로 247, 618호(마곡동, 퀸즈파크나인)",37.55931354,126.8352392,"서울특별시 강서구 공항대로 261(마곡동, 발산파크프라자)",89
1778,(주)브이카 염창 영업소,,36.124731,128.183661,"서울특별시 강서구 마곡중앙6로 16, 용산구 후암로35길 23",12
1779,㈜이머징카,서울특별시 강서구 공항대로426(VIP오피스텔),37.55483191,126.8542297,서울특별시 강서구 마곡중앙6로16,161
1780,(주)서울특별시지에스렌트카,서울특별시 양천구 등촌로 160(목동),37.544038,126.862421,,55
1781,우리캐피탈렌터카(주) 강릉영업소,강원도 강릉시 강릉대로 453,37.77371964,128.9125965,강원도 강릉시 강릉대로 453,0
1782,에스케이렌터카(주) 강릉 영업소,강원도 강릉시 강릉대로 302,37.763436,128.901498,강원도 강릉시 강릉대로 302,33
1783,기아자동차(주) 강릉 영업소,강원도 강릉시 강변로604번길 11-4,37.767518,128.926802,강원도 강릉시 강변로604번길 11-4,10
1784,(주)뉴대한렌트카(강릉영업소),,37.75756627,128.8946599944,,12
1785,지에스렌트카(주) 강릉,강원도 강릉시 구정면 칠성로 187,37.70707434,128.9041393,,5
1786,(주)하이렌터카 강릉지점,강원도 강릉시 중기1길 17,37.76279035,128.9013638238,강원도 강릉시 성산면 공제로 287,10
1787,롯데렌탈(주) 강릉 영업소,강원도 강릉시 원대로 6,37.755138,128.881909,강원도 강릉시 원대로 6,161
1788,(주)쏘카(강릉영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,180
1789,대한렌트카(주) 강릉영업소,강원도 강릉시 하슬라로 30-2(홍제동),37.75534451,128.8783565,강원도 강릉시 하슬라로 30-2,24
1790,대한레트카(주) 고성영업소,강원도 고성군 거진읍 거탄진로 88,38.44306619,128.453701,강원도 고성군 거진읍 거탄진로 339-1,0
1791,대한렌트카(주) 동해영업소,강원도 동해시 감추로 23(천곡동),37.51560043,129.1214627,강원도 동해시 감추로 23(천곡동),8
1792,롯데렌탈(주) 동해 영업소,강원도 동해시 동해대로 4837,37.477947,129.112986,강원도 동해시 동해대로 4837,19
1793,(주)원렌트카,강원도 삼척시 오십천로 470,37.43893485,129.169595,,7
1794,케이디에프(주) 동해영업소,"강원도 동해시 감추로 38, 2층(천곡동)",37.515865,129.123188,강원도 동해시 승지로 18(부곡동),5
1795,(주)쏘카(동해영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,14
1796,(주)쏘카(속초영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,35
1797,에스케이렌터카(주) 속초 영업소,강원도 속초시 동해대로 3931,38.185847,128.600926,강원도 속초시 동해대로 3931,11
1798,롯데렌탈(주) 속초 영업소,강원도 속초시 청대로 301,38.193363,128.5722395823,강원도 속초시 청대로 301,139
1799,(주)씨엔씨 춘천영업소,강원도 춘천시 동면 장학길 8,37.894129,127.757532,강원도 춘천시 사우로67,6
1800,에스케이렌터카(주) 양구 영업소,강원도 양구군 양구읍 우정로119번길 24,38.101617,127.987951,강원도 양구군 양구읍 우정로119번길 24,1
1801,롯데렌탈(주) 양구 영업소,강원도 양구군 양구읍 청춘로 36,38.099297,127.988881,강원도 양구군 양구읍 청춘로 36,9
1802,(주)쏘카(양양영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,강원도 양양군 양양읍 양양로 27-12,40
1803,(주)삼지렌트카 영월영업소,강원도 영월군 영월읍 중앙로85,37.18372652,128.473337,,7
1804,롯데렌탈(주) 영월 영업소,강원도 영월군 영월읍 단종로33번길 48,37.1838895384,128.466845,강원도 영월군 영월읍 단종로33번길 48,7
1805,(주)삼지렌트카 원주영업소,강원도 원주시 로아노크로 8,37.34397865,127.9272121,,3
1806,롯데렌탈(주) 원주 영업소,강원도 원주시 만대공원길 50,37.339284,127.925769,강원도 원주시 만대공원길 50,316
1807,(주)레드캡투어 원주 영업소,강원도 원주시 북원로 2235-12,37.345839,127.930827,강원도 원주시 북원로 2235-12,1
1808,(주)나우렌트카 원주영업소,,37.325568,127.9555201,강원도 원주시 서원대로 480,11
1809,기아자동차(주) 원주 영업소,강원도 원주시 우산로 233,37.381154,127.938634,강원도 원주시 우산로 233,83
1810,(주)하이렌터카 원주지점,강원도 원주시 북원로 2487,37.36647328,127.940219,강원도 원주시 우산초교길 13,17
1811,에스케이렌터카(주) 원주 영업소,강원도 원주시 장미공원길 65,37.346508,127.929372,강원도 원주시 장미공원길 65,50
1812,(주)쏘카(양평영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,강원도 원주시 장미공원길 65,8
1813,(주)쏘카(원주영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,강원도 원주시 장미공원길 65,27
1814,써니렌트카 원주영업소,강원도 원주시 판부면 남원로 246-10,37.31244681,127.9298365,강원도 원주시 판부면 남원로 246-10,23
1815,(주)수렌트카 원주영업소,강원도 원주시 판부면 서곡널다리길 24 (판부면),37.32128628,127.936469,강원도 원주시 판부면 서곡널다리길 24,21
1816,지에스렌트카(주) 원주,강원도 원주시 판부면 치악로 1195,37.29710547,127.9866692,강원도 원주시 판부면 치악로 1195,17
1817,대한렌트카(주) 원주영업소,강원도 원주시 원일로 251(학성동),37.35783267,127.9423946,,11
1818,(주)조이렌트카 원주 영업소,강원도 원주시 흥업면 원문로 898,37.343552,127.883263,강원도 원주시 흥업면 원문로 898,0
1819,에스케이렌터카(주) 인제 영업소,강원도 인제군 인제읍 비봉로15번길 4,38.067906,128.173441,강원도 인제군 인제읍 비봉로15번길 4,85
1820,(주)쏘카(삼척영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,10
1821,(주)쏘카(정선영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,5
1822,(주)쏘카(평창영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,6
1823,대한렌트카(주) 정선영업소,강원도 정선군 정선읍 용담길 62-4,37.37823376,128.6477649,,13
1824,(주)광명렌트카,강원도 춘천시 공지로 426,37.8737361342,127.7202175353,"강원도 춘천시 공지로 426, 강원도 춘천시 방송길 22-11",55
1825,대한렌트카(주) 중부영업소,강원도 춘천시 동내면 동내로58,37.8483774,127.7587369964,강원도 춘천시 동내면 동내로58,21
1826,(주)하이렌터카 춘천지점,강원도 춘천시 공지로 256,37.86487662,127.7361422,,8
1827,(주)참신렌트카여행사 춘천영업소,"강원도 춘천시 동면 순환대로 1038, 마동",37.87299077,127.7773228,강원도 춘천시 동면 순환대로 1038,6
1828,(주)쏘카(춘천영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,60
1829,(주) 금성,"강원도 춘천시 공원4길 2 (퇴계동,1층오른쪽)",37.86140766,127.7252267907,강원도 춘천시 중앙로1가 91,2
1830,에스케이렌터카(주) 춘천 영업소,강원도 춘천시 춘천로 188,37.876276,127.735269,강원도 춘천시 춘천로 188,48
1831,우성운수(주) 춘천영업소,강원도 춘천시 동면 춘천순환로 569,37.88959067,127.757623,강원도 춘천시 춘천순환로 569,9
1832,대한렌트카(주) 대한영업소,강원도 춘천시 효자로 41(효자동),37.86809118,127.7285188,강원도 춘천시 효자로 41,88
1833,롯데렌탈(주) 춘천 영업소,강원도 춘천시 효자로 7-1,37.865674,127.726133,강원도 춘천시 효자로 7-1,240
1834,대한렌트카(주) 춘천영업소,강원도 춘천시 영서로 2440(근화동),37.87656333,127.7121631,,17
1835,에스케이렌터카(주) 태백 영업소,강원도 태백시 서황지로 84,37.176776,128.983822,강원도 태백시 서황지로 84,4
1836,(합)건아통운렌트카,강원도 태백시 태백로 913,37.1758372,128.992965,,40
1837,(주)엔아이씨이새인천광역시렌트카(평창영업소),강원도 평창군 용평면 궁항동길 122-6,37.56551221,128.4447803,,103
1838,두성렌트카,"강원도 평창군 평창읍 백오로 6, 2층",37.36778337,128.3903016,강원도 평창군 평창읍 종부1길 55-5,15
1839,(주)쏘카(홍천영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,강원도 홍천군 서면 팔봉리 산310-10,6
1840,(주)광명렌트카 홍천영업소,강원도 홍천군 홍천읍 홍천로 304,37.68847737,127.8791554,강원도 홍천군 홍천읍 송학정로 137,23
1841,대한렌트카(주) 홍천영업소,강원도 홍천군 홍천읍 홍천로 300,37.68856437,127.8786885118,강원도 홍천군 홍천읍 홍천로 300,19
1842,에스케이렌터카(주) 홍천 영업소,강원도 홍천군 홍천읍 홍천로 302,37.6885104192,127.8788800405,강원도 홍천군 홍천읍 홍천로 302,6
1843,자유로운수(주) 강원횡성영업소,강원도 횡성군 횡성읍한우로 248 (횡성읍),37.4915342,127.9825294,,11
1844,(유)드림렌터카 강진영업소,전라남도 강진군 강진읍 청자로 13,34.63940739,126.7785662,강진군 강진읍 청자로 13,7
1845,(주)더원렌트카,,37.662696,126.634861,"강화군 강화읍 중앙로43, 지하주차장",65
1846,(주)광명렌트카 가평영업소,경기도 가평군 가평읍 오리나무길 41-20,37.82415612,127.5146161,경기도 가평군 가평읍 가화로 33,5
1847,(주)쏘카(가평영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,경기도 가평군 가평읍 호반로 2585,23
1848,(주)브이카 장항 영업소,,36.124731,128.183661,경기도 고양시 덕양구 성신로 10,4
1849,(주)범아렌트카,경기도 고양시 일산서구 중앙로 1581,37.67614509,126.7461014,"경기도 고양시 일산동구 위시티2로11번길 31(식사동, 위시티스타타워빌딩주차장), 경기도 고양시 일산동구 중산동 1836-3(중산동주차타워)",23
1850,(주)성일렌트카 삼송영업소,경기도 고양시 덕양구 고양대로 1992,37.646482,126.8999941,경기도 고양시 일산동구 위시티2로11번길31,19
1851,(주)하이렌터카 신일산지점,경기도 고양시 일산동구 고풍로43번길 36-14,37.66118338,126.793552,경기도 고양시 일산동구 장백로 200,9
1852,(주)어썸렌터카,"경기도 고양시 일산서구 킨텍스로240, GIFC타워 1603호(대화동, 킨텍스꿈에그린)",37.66585766,126.7510974,경기도 고양시 일산동구 장항동 751,50
1853,에스케이렌터카(주) 고양 영업소,경기도 고양시 일산동구 정발산로 38,37.656715,126.773131,경기도 고양시 일산동구 정발산로 38,2811
1854,(주)성일렌트카 일산영업소,경기도 고양시 일산동구 고양대로1080번길 53,37.66688336,126.8085523,,34
1855,(주)브이카 백석(일산) 영업소,,37.68947435,126.7339001,,3
1856,준카(주) 일산영업소,경기도 고양시 일산동구 장진천길 16(설문동),37.709056,126.8112561,"경기도 고양시 일산서구 주화로 210, (대화동, 우리프라자점)",6
1857,(주)참신렌트카여행사 일산영업소,경기도 고양시 일산서구 중앙로 1406,37.669324,126.763861,경기도 고양시 일산서구 주화로 210,13
1858,롯데렌탈(주) 고양 영업소,경기도 고양시 일산서구 중앙로 1542,37.675315,126.750656,경기도 고양시 일산서구 중앙로 1542,82
1859,우리캐피탈렌터카(주) 일산영업소,경기도 고양시 일산서구 탄중로 137 (덕이동),37.692561,126.760244,경기도 고양시 일산서구 탄중로 137,77
1860,에코렌터카(주),"경기도 과천시 뒷골2로 10-1, 1층 (과천동)",37.45356867,127.0021937,,19
1861,(주)리스본렌트카 광명영업소,"경기도 광명시 오리로856번길 8, 지하 101호(철산동, 금봉빌딩)",37.474839,126.867722,경기도 광명시 구름산로48번길,10
1862,(주)제이디렌트카 광명영업소,"경기도 광명시 금하로 458, 웅신아트 608호",37.44839206,126.8833100475,경기도 광명시 금하로 458,0
1863,(주)쏘카(광명영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,경기도 광명시 서독로 392,71
1864,(주)제주프리렌트카(광명영업소),,37.44839206,126.8833100475,경기도 광명시 서독로 392,47
1865,(주)GS렌탈,"서울특별시 금천구 두산로70, 304호(독산동, 현대지식산업센터)",37.46896278,126.8956207,경기도 광명시 서독로392,50
1866,롯데렌탈(주) 광명 영업소,경기도 광명시 오리로 904,37.477341,126.862598,경기도 광명시 오리로 904,0
1867,케이렌트카(주)-광명,"경기도 광명시 오리로651번길 6, 3층 (하안동)",37.45950106,126.8761849,경기도 광명시 오리로651번길 6,136
1868,(주)선경엔씨에스렌트카 광명영업소,경기도 광명시 시청로 34(철산동),37.479744,126.864182,,16
1869,롯데렌탈(주) 광명 영업소,경기도 광명시 일직로 22,37.422338,126.884124,경기도 광명시 일직로 22,0
1870,롯데렌탈(주) 광주 영업소,경기도 광주시 오포읍 능평로 104,37.34978081,127.1693099,경기도 광주시 오포읍 능평로 104,0
1871,에스케이렌터카(주) 광주 영업소,경기도 광주시 포은대로 718-20,37.39151182,127.2474624,,6
1872,(주)스마트렌트카(용인) 광주영업소,경기도 광주시 장지9길 94,37.40355699,127.2382601,경기도 광주시 장지9길 94,60
1873,(주)포유 광주영업소,,37.39218223,127.2815562,,0
1874,(주)퍼스트렌트카 광주영업소,경기도 광주시 포은대로 641,37.38381322,127.242421,경기도 광주시 포은대로 641,109
1875,에스케이렌터카(주) 구리 영업소,경기도 구리시 건원대로34번길 9,37.604378,127.140853,경기도 구리시 건원대로34번길 9,4
1876,롯데렌탈(주) 구리 영업소,경기도 구리시 경춘로 152,37.600484,127.132053,경기도 구리시 경춘로 152,0
1877,(주)햇살렌트카,서울특별시 중랑구 망우로 316 (상봉동),37.59652239,127.087544,경기도 구리시 산마루로 11-12 (갈매동),0
1878,(합)나우렌트카 구리영업소,,37.596613,127.1483328853,,0
1879,(주)쏘카(구리영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,34
1880,롯데렌탈(주) 군포 영업소,경기도 군포시 군포로 581,37.3577495311,126.947479,경기도 군포시 군포로 581,0
1881,(주)쏘카(군포영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,53
1882,(주)제이비렌트카,"경기도 군포시 삼성로8번길 4-5, 4층 401호 (부곡동)",37.33669193,126.9347893,경기도 군포시 삼성로8번길 4-5,86
1883,(주)프라임렌트카,경기도 성남시 분당구 쇳골로17번길 6(금곡동),37.36261116,127.0991183,,76
1884,지에스렌트카(주) 김포,,37.60967533,126.7731782,,8
1885,(주)디앤알 이천영업소,"경기도 이천시 진상미로 2374, 1동 205호",37.2567164799,127.4575955,,1
1886,(주)레드캡투어 김포 영업소,경기도 김포시 고촌읍 아라육로152번길 147,37.600681,126.785413,경기도 김포시 고촌읍 아라육로152번길 147,1
1887,(주)신화렌트카 일산 영업소,경기도 고양시 일산서구 중앙로 1371,37.66712434,126.7654716,경기도 김포시 김포한강7로 93,31
1888,(주)차이카렌트카 김포영업소,경기도 김포시 양촌읍 양곡2로 58(우평프라자 511호),37.6565052,126.6275281,"경기도 김포시 김포한강7로 93(구래동,김포월드에비뉴 주차장)",8
1889,(주)솔렌트카 김포영업소,경기도 김포시 봉화로 167번길 35-29,37.6251978646,126.702422,경기도 김포시 봉화로 167번길 35-29,0
1890,에스케이렌터카(주) 김포 영업소,경기도 김포시 사우중로 48,37.619094,126.719145,경기도 김포시 사우중로 48,1
1891,(주)오토매니지먼트렌터카,"경기도 김포시 고촌읍 아라육로 152번길 45, A동 2층 343호",37.59583776,126.7837300462,"경기도 김포시 아라육로 152번길 45, 4~5층 주차장",277
1892,롯데렌탈(주) 김포 영업소,경기도 김포시 양촌읍 양곡3로 156,37.663031,126.633444,경기도 김포시 양촌읍 양곡3로 156,4
1893,(주)뉴오렌지렌트카,"경기도 김포시 양촌읍 양곡4로 27, 1층",37.6516065432,126.6209809,경기도 김포시 양촌읍 양곡4로 27,35
1894,(주)쏘카(김포영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,경기도 김포시 운양동 1428-2,55
1895,(주)공항렌트카(서울특별시영업소),경기도 김포시 양촌읍 양곡우회로 50,37.66608142,126.6327323,,88
1896,(주)노블레스렌터카 김포영업소,"경기도 김포시 고촌읍 장차로13, 3층 305호",37.60340315,126.7703565862,경기도 김포시 유현로238번길31,29
1897,(주)신원렌터카,"경기도 김포시 양촌읍 양곡로390번길 1,1층 (양촌읍)",37.662754,126.6346907,,172
1898,(주)렌탈포유,경기도 김포시 북변1로16번길 34 (북변동),37.62887227,126.7041066,,70
1899,(주)보아스네트웍,"경기도 김포시 김포대로1129번길 27, 2층 (감정동,외1필지)",37.63215093,126.695821,,63
1900,(주)렌탈포유렌트카 인천광역시영업소,"인천광역시 서구 원당대로 865(서구, 대산프라자 504호)",37.593826,126.697778,,4
1901,㈜에이치케이렌트카(화도),경기도 남양주시 경춘로 1260,37.646663,127.234795,,4
1902,(주)에이치케이렌트카(남양주),경기도 남양주시 금곡로 9,37.633653,127.203916,,3
1903,에스케이렌터카(주) 남양주 영업소,경기도 남양주시 경춘로 1260,37.646663,127.234795,경기도 남양주시 경춘로 1260,3
1904,(주)새롬오토렌드,경기도 남양주시 진건읍 경춘북로 738-1,37.649823,127.165397,경기도 남양주시 마치로 49,11
1905,(주)포시즌렌트카,경기도 남양주시 별내중앙로 36-23,37.64645632,127.126196,경기도 남양주시 송산로 153,3
1906,(주)에스에스렌터카,"경기도 남양주시 호평로 46번길8, 913호(홍조프라자)",37.65525693,127.244569,,61
1907,(주)참신렌트카여행사 남양주영업소,경기도 남양주시 화도읍 경춘로 2156,37.652778,127.3277411,경기도 남양주시 수동면 지둔로307번길 38,18
1908,(주)신흥렌터카,"서울특별시 강동구 천호대로 1124, 5층 1150호",37.53433608,127.136146,,103
1909,(주)라이프렌터카,경기도 남양주시 가운로2길 75,37.59907133,127.1578833,경기도 남양주시 의정부시 부용로95번길 18,20
1910,(주)쏘카(남양주영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,,79
1911,(주)타이거운수,경기도 남양주시 진건읍 진건우회로19번길4,37.650391,127.173765,경기도 남양주시 진건읍 진건우회로19번길4,3
1912,(주)초이스렌트카-마석,경기도 남양주시 화도읍 경춘로 2030,37.65160871,127.314613,,32
1913,(주)솔렌트카 구리영업소,,37.6018989,127.1212443,,0
1914,(주)솔렌트카 진접영업소,경기도 남양주시 진접읍 해밀예당1로 50-88,37.71260066,127.1879308,경기도 남양주시 진접읍 해밀예당1로 50-88,0
1915,(주)유진렌트카 남양주영업소,경기도 남양주시 홍유릉로248번길 5,37.62494073,127.199938,경기도 남양주시 진접읍 해밀예당1로 50-88(금곡리 1082),33
1916,(주)솔렌트카,경기도 남양주시 경춘로양골3길 24,37.63781149,127.2156753,경기도 남양주시 해밀예당1로 50-88,147
1917,(주)세원렌트카 남양주영업소,,37.65655409,127.2880772,,9
1918,㈜에이치케이렌트카(와부),경기도 남양주시 진건읍 사릉로 568,37.666691,127.168943,,7
1919,(주)제일렌트카-용인 구리영업소,"경기도 구리시 건원대로34번길 9, 103호 (인창동)",37.604332,127.140842,,7
1920,(주)아이언렌터카,"경기도 남양주시 오남읍 양지로 139번길 11-16, 1호",37.68981698,127.201891,,0
1921,(주)원일렌트카(마석),경기도 남양주시 화도읍 비룡로99번길 8,37.661652,127.302000332,,2
1922,(주)에이스렌트카,,37.66165196,127.3020003,,14
1923,(주)쏘카(동두천영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,경기도 동두천시 중앙로 134-12,8
1924,(주)쏘카(양주영없소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,경기도 동두천시 중앙로 134-12,15
1925,(주)쏘카(연천영업소),경상북도 김천시 혁신6로 17,36.12454376,128.1837304,경기도 동두천시 중앙로 134-12,5
1926,모젠렌트카(동두천영업소),경기도 동두천시 평화로2229번길 8,37.886964,127.056092,"경기도 동두천시 중앙로 134-12, 5층 예일타워",79
1927,롯데렌탈(주) 부천 영업소,경기도 부천시 소향로 55-15,37.5039400883,126.7536595118,경기도 부천시 소향로 55-15,66
1928,광일렌트카㈜,"서울특별시 강서구 공항대로 190, 5층 509호(마곡동,마곡푸리마타워)",37.55904231,126.8286372,경기도 부천시 오정구 봉오대로556번길21,127
1929,지렌트카(주) 부천영업소,경기도 부천시 경인로 498,37.48357539,126.810799,경기도 부천시 원미구 상동로 84,7
1930,에스케이렌터카(주) 부천 영업소,경기도 부천시 중동로254번길 90,37.501502,126.773701,경기도 부천시 원미구 중동로254번길 90,1303
1931,(주)금봉렌트카,"경기도 군포시 삼성로8번길 4-5, 4층 400호 (부곡동)",37.33669193,126.9347893,경기도 삼성로8번길 4-5,80
1932,(주)조아렌트카 분당영업소,경기도 성남시 분당구 정자일로 146,37.36300918,127.106585,경기도 성남시 분당구 구미로9번길 25,5
1933,(유)에이치엠렌트카,경기도 성남시 분당구 불정로 426번길 12,37.376193,127.141346,"경기도 성남시 분당구 구미로9번길 25, 1동 지1-6층 피1호",10
1934,(주)태경렌트카,"경기도 성남시 분당구 성남대로172번길 24 (금곡동,미금파크빌딩)",37.35088488,127.111515,"경기도 성남시 분당구 구미로9번길25, 6층",115
1935,(주)그레이렌트카,경기도 성남시 분당구 성남대로779번길54,37.39948177,127.122589,,29
1936,(주)노블레스렌터카,경기도 성남시 분당구 쇳골로17번길 6,37.36261116,127.0991183,,128
1937,(주)월드렌트카 성남영업소,경기도 성남시 분당구 내정로107번길 2 (정자동),37.36992754,127.114531,경기도 성남시 분당구 내정로107번길 2 (정자동),19
1938,에스케이렌터카(주) 성남 영업소,경기도 성남시 분당구 분당내곡로 117,37.394256,127.112033,경기도 성남시 분당구 분당내곡로 117,803
1939,(주)한길렌트카,경기도 성남시 분당구 새마을로51번길 9-3 (서현동),37.38399713,127.1369059,,139
1940,(주)상진물산,"경기도 성남시 분당구 장미로78, 10층 1036호",37.41350492,127.1295636736,"경기도 성남시 분당구 서현로170, 지하2층 주차장",35
1941,(주)써니렌트카,"광주광역시 북구 하서로 652-7, 2층",35.23148715,126.8875064,광주광역시 북구 하서로 652-7,91
1942,(주)에이치디렌트카 판교영업소,"경기도 성남시 분당구 판교역로 109, 제1층 B동 B124호",37.39119618,127.1089379,경기도 성남시 분당구 서현로180번길 19,24
1943,(주)카엔퍼블릭,"경기도 성남시 분당구 내정로113번길4, 203호(정자동, 정자프라자)",37.37067103,127.114806,"경기도 성남시 분당구 성남대로172번길24, 중원구 금광동18, 분당구 내정로113번길4",217
1944,롯데렌탈(주) 성남 영업소,경기도 성남시 분당구 성남대로925번길 11,37.412043,127.127290038,경기도 성남시 분당구 성남대로925번길 11,80
1945,(주)카보스렌터카,경기도 성남시 분당구 미금일로90번길 32,37.34894044,127.1104669,,8
1946,(주)카존렌터카,"경기도 성남시 중원구 성남대로 1133, 1층 106호(성남동, 성남메트로칸)",37.43105603,127.1286418,"경기도 성남시 분당구 운중동 968, 서울특별시 서초구 동광로85",97
1947,(주)제이디렌트카 강남영업소,서울특별시 강남구 남부순환로351길 40,37.487269,127.033766,경기도 성남시 분당구 정자일로 227(백궁지엔느 주차빌딩),6
1948,우리캐피탈렌터카(주) 분당영업소,경기도 성남시 분당구 탄천로 257,37.41482357,127.1185615,경기도 성남시 분당구 탄천로 257,18
1949,(주)에스와이렌터카,"경기도 성남시 중원구 도촌로8, 스마트시티 601호(도촌동)",37.41486769,127.1506389,,77
1950,(주)진렌트카,"경기도 성남시 중원구 성남대로 1133, 426호 (성남동)",37.43105603,127.1286418,경기도 성남시 분당구 판교로182-7 석란빌딩,70
1951,(주)조이렌트카 성남 영업소,경기도 성남시 분당구 황새울로 234,37.379533,127.114236,경기도 성남시 분당구 황새울로 234,0
1952,(주)동산렌트카,"경기도 성남시 중원구 양현로 411, 901호 (여수동,시티오피스타워)",37.41713201,127.1277826,"경기도 성남시 분당구 황새울로240번길3, 서현로180번길19, 정자일로227",185
1953,(주)렌트114,"경기도 성남시 분당구 탄천상로 164 (구미동,시그마2오피스텔)",37.34438602,127.105428,경기도 성남시 수진동4509 풍생레포츠주차장,90
1954,경진렌트카(주),"경기도 성남시 중원구 보통골로14번길 8, 2층 (상대원동)",37.43474962,127.1807785,경기도 성남시 중원구 보통골로14번길 8,51
